_PC1,_PC2,_PC3,fraude_simulada,if_score,ae_error
1.6907986808855207,-0.8880456239249317,-0.6882204249624854,0,-0.09395577200648753,0.2652209650353813
-1.4040588450665983,0.7932591768090134,-0.20222012351039453,0,-0.11556474536884587,0.2632538060750377
1.185497989342077,1.3349958066364036,-0.4417244576773749,0,-0.15532912686402772,0.047329618007790224
0.8162552325371505,-1.2664083673614193,1.513368013766656,0,-0.11937900968304432,0.11734315859480657
-0.06126094852340772,-0.6185140002969083,1.5943761619205918,0,-0.14082806347316407,0.031388357486932146
-0.6954258184473514,1.0965762163634438,-0.38858713843169046,0,-0.1462991198943781,0.12254198768633805
-1.5567571418238986,1.4155909315456607,1.5116166465594705,0,-0.10961951920473184,0.1810235459994173
-0.58233043986785,0.9661331840309163,-0.9670436226171716,0,-0.12368590111017064,0.2084188648174766
-0.7630197837314812,-0.6379688527097367,-0.8642448188882306,0,-0.1193002039678302,0.10984848805149708
1.8142692802481513,-0.20004790781587745,0.1965653415727953,0,-0.10142453782900707,0.16634142216310982
-2.088661598635878,-0.5076003101143006,1.1771552471948494,0,-0.12014798972238155,0.15403343865499725
-0.661534244833729,-0.9253483384700427,0.5063408265234186,0,-0.07938892863041574,0.4942432906966102
-1.7550300171719044,0.29760687408447495,-0.5957440669448447,0,-0.11985456107246306,0.185457806342089
2.6809648469379335,-0.8457097563693234,0.4441764284760151,0,-0.10751742693542382,0.18409190060664724
2.0079063667005737,-1.768433358816447,0.9753870383367876,0,-0.08325302222597403,0.17255033890608013
2.158083801120275,-2.4902813621451187,1.0176118948156014,0,-0.0774994123008459,0.2939890563386687
-3.340610236166504,-0.07271046364247719,-0.3915484789455334,0,-0.09999820904160123,0.03760668406689431
0.1411614715877147,-0.26746721711054455,0.6265067163529824,0,-0.13947315491691592,0.24543548921353728
-1.0892643011797691,0.43195596343608944,-0.14026566823947814,0,-0.11623234215884382,0.031571247614137446
-1.8853114536623727,0.4629792811030972,0.8611573069544205,0,-0.13373355079680088,0.05390032300837521
-1.2717718116177423,0.9860080572285009,-0.7988592530166533,0,-0.10931025610375977,0.18737216623858535
1.4751848053057484,-1.5966401839607463,-1.3536903142229622,0,-0.07670715653846216,0.2525805963787679
1.2074552803470555,-1.163735618481029,-0.8474032021588852,0,-0.06495904592913193,0.0846629595820096
-1.4346528447765405,-0.5134199138897708,0.36961362616833354,0,-0.1363302307418916,0.3101655242975422
-0.8730494412569876,-1.6783276833807117,0.843929337637812,0,-0.11096125099789494,0.362301366362689
1.45260533467144,-0.4531938425189908,1.7274750856716306,0,-0.05367824595392068,0.33234916629759004
